memo,,,,,,,,,,,,,
TABLE,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttackI18n,MstAttackI18n
e,202510010,c_spy_00201_damianget_Boss_Red_Appearance_00002,c_spy_00201_damianget_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510010,e_spy_00101_damianget_Normal_Colorless_Normal_00000,e_spy_00101_damianget_Normal_Colorless,0,Normal,,,60,25,75,,,
e,202510010,c_spy_00101_damianget_Boss_Red_Normal_00000,c_spy_00101_damianget_Boss_Red,0,Normal,,,82,42,80,,,
e,202510010,c_spy_00101_damianget_Boss_Red_Special_00001,c_spy_00101_damianget_Boss_Red,0,Special,,,125,67,0,,,
e,202510010,c_spy_00101_damianget_Boss_Red_Appearance_00002,c_spy_00101_damianget_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510010,e_spy_00001_damianget_Normal_Red_Normal_00000,e_spy_00001_damianget_Normal_Red,0,Normal,,,50,9,50,,,
e,202510010,c_spy_00401_frankyget_Boss_Red_Normal_00000,c_spy_00401_frankyget_Boss_Red,0,Normal,,,60,25,30,,,
e,202510010,c_spy_00401_frankyget_Boss_Red_Special_00001,c_spy_00401_frankyget_Boss_Red,0,Special,,,138,67,0,,,
e,202510010,c_spy_00401_frankyget_Boss_Red_Appearance_00002,c_spy_00401_frankyget_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510010,e_spy_00001_spy1challenge_Normal_Green_Normal_00000,e_spy_00001_spy1challenge_Normal_Green,0,Normal,,,50,9,50,,,
e,202510010,e_spy_00101_spy1challenge_Normal_Green_Normal_00000,e_spy_00101_spy1challenge_Normal_Green,0,Normal,,,60,25,100,,,
e,202510010,e_spy_00101_spy1challenge_Normal_Red_Normal_00000,e_spy_00101_spy1challenge_Normal_Red,0,Normal,,,60,25,75,,,
e,202510010,e_spy_00001_spy1challenge_Normal_Yellow_Normal_00000,e_spy_00001_spy1challenge_Normal_Yellow,0,Normal,,,50,9,50,,,
e,202510010,c_spy_00501_spy1challenge_Boss_Blue_Normal_00000,c_spy_00501_spy1challenge_Boss_Blue,0,Normal,,,57,17,80,,,
e,202510010,c_spy_00501_spy1challenge_Boss_Blue_Special_00001,c_spy_00501_spy1challenge_Boss_Blue,0,Special,,,117,59,0,,,
e,202510010,c_spy_00501_spy1challenge_Boss_Blue_Appearance_00002,c_spy_00501_spy1challenge_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510010,e_spy_00001_spy1challenge_Normal_Blue_Normal_00000,e_spy_00001_spy1challenge_Normal_Blue,0,Normal,,,50,9,50,,,
e,202510010,e_spy_00101_spy1challenge_Normal_Blue_Normal_00000,e_spy_00101_spy1challenge_Normal_Blue,0,Normal,,,60,25,30,,,
e,202510010,e_spy_00101_spy1savage_Normal_Blue_Normal_00000,e_spy_00101_spy1savage_Normal_Blue,0,Normal,,,60,25,50,,,
e,202510010,c_spy_00201_spy1savage_Normal_Blue_Normal_00000,c_spy_00201_spy1savage_Normal_Blue,0,Normal,,,71,31,90,,,
e,202510010,c_spy_00201_spy1savage_Normal_Blue_Special_00001,c_spy_00201_spy1savage_Normal_Blue,0,Special,,,125,37,0,,,
e,202510010,e_spy_00001_spy1savage_Normal_Colorless_Normal_00000,e_spy_00001_spy1savage_Normal_Colorless,0,Normal,,,50,9,50,,,
e,202510010,c_spy_00501_spy1_advent_Boss_Red_Normal_00000,c_spy_00501_spy1_advent_Boss_Red,0,Normal,,,57,17,50,,,
e,202510010,c_spy_00501_spy1_advent_Boss_Red_Special_00001,c_spy_00501_spy1_advent_Boss_Red,0,Special,,,117,59,0,,,
e,202510010,c_spy_00501_spy1_advent_Boss_Red_Appearance_00002,c_spy_00501_spy1_advent_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510010,e_glo_00001_spy1general01_Normal_Colorless_Normal_00000,e_glo_00001_spy1general01_Normal_Colorless,0,Normal,,,50,25,75,,,
e,202510010,e_glo_00001_spy1general02_Normal_Colorless_Normal_00000,e_glo_00001_spy1general02_Normal_Colorless,0,Normal,,,50,25,50,,,
e,202510010,e_glo_00001_spy1general03_Normal_Red_Normal_00000,e_glo_00001_spy1general03_Normal_Red,0,Normal,,,50,25,50,,,
,,,,,,,,,,,,,
e,202510020,c_dan_00001_1d1c_Normal_Colorless_Normal_00000,c_dan_00001_1d1c_Normal_Colorless,0,Normal,,,72,27,80,,,
e,202510020,c_dan_00001_1d1c_Normal_Colorless_Special_00001,c_dan_00001_1d1c_Normal_Colorless,0,Special,,,200,83,0,,,
e,202510020,c_dan_00001_bbaget_Boss_Colorless_Normal_00000,c_dan_00001_bbaget_Boss_Colorless,0,Normal,,,72,27,90,,,
e,202510020,c_dan_00001_bbaget_Boss_Colorless_Special_00001,c_dan_00001_bbaget_Boss_Colorless,0,Special,,,200,83,0,,,
e,202510020,c_dan_00001_bbaget_Boss_Colorless_Appearance_00002,c_dan_00001_bbaget_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00001_bbaget_Normal_Blue_Normal_00000,c_dan_00001_bbaget_Normal_Blue,0,Normal,,,72,27,90,,,
e,202510020,c_dan_00001_bbaget_Normal_Blue_Special_00001,c_dan_00001_bbaget_Normal_Blue,0,Special,,,200,83,0,,,
e,202510020,c_dan_00001_bbaget_Boss_Blue_Normal_00000,c_dan_00001_bbaget_Boss_Blue,0,Normal,,,72,27,90,,,
e,202510020,c_dan_00001_bbaget_Boss_Blue_Special_00001,c_dan_00001_bbaget_Boss_Blue,0,Special,,,200,83,0,,,
e,202510020,c_dan_00001_bbaget_Boss_Blue_Appearance_00002,c_dan_00001_bbaget_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00002_bbaget_Boss_Blue_Normal_00000,c_dan_00002_bbaget_Boss_Blue,0,Normal,,,92,0,80,,,
e,202510020,c_dan_00002_bbaget_Boss_Blue_Special_00001,c_dan_00002_bbaget_Boss_Blue,0,Special,,,261,0,0,,,
e,202510020,c_dan_00002_bbaget_Boss_Blue_Appearance_00002,c_dan_00002_bbaget_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00101_bbaget_Normal_Blue_Normal_00000,c_dan_00101_bbaget_Normal_Blue,0,Normal,,,50,25,100,,,
e,202510020,c_dan_00101_bbaget_Normal_Blue_Special_00001,c_dan_00101_bbaget_Normal_Blue,0,Special,,,100,50,0,,,
e,202510020,c_dan_00101_bbaget_Boss_Blue_Normal_00000,c_dan_00101_bbaget_Boss_Blue,0,Normal,,,50,25,100,,,
e,202510020,c_dan_00101_bbaget_Boss_Blue_Special_00001,c_dan_00101_bbaget_Boss_Blue,0,Special,,,100,50,0,,,
e,202510020,c_dan_00101_bbaget_Boss_Blue_Appearance_00002,c_dan_00101_bbaget_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00301_bbaget_atk_Boss_Blue_Normal_00000,c_dan_00301_bbaget_atk_Boss_Blue,0,Normal,,,80,0,75,,,
e,202510020,c_dan_00301_bbaget_atk_Boss_Blue_Special_00001,c_dan_00301_bbaget_atk_Boss_Blue,0,Special,,,92,15,0,,,
e,202510020,c_dan_00301_bbaget_atk_Boss_Blue_Appearance_00002,c_dan_00301_bbaget_atk_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00301_bbaget_tec_Boss_Blue_Normal_00000,c_dan_00301_bbaget_tec_Boss_Blue,0,Normal,,,80,0,90,,,
e,202510020,c_dan_00301_bbaget_tec_Boss_Blue_Special_00001,c_dan_00301_bbaget_tec_Boss_Blue,0,Special,,,92,15,0,,,
e,202510020,c_dan_00301_bbaget_tec_Boss_Blue_Appearance_00002,c_dan_00301_bbaget_tec_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00001_airaget_Normal_Red_Normal_00000,c_dan_00001_airaget_Normal_Red,0,Normal,,,72,27,100,,,
e,202510020,c_dan_00001_airaget_Normal_Red_Special_00001,c_dan_00001_airaget_Normal_Red,0,Special,,,200,83,0,,,
e,202510020,c_dan_00101_airaget_Normal_Red_Normal_00000,c_dan_00101_airaget_Normal_Red,0,Normal,,,50,25,100,,,
e,202510020,c_dan_00101_airaget_Normal_Red_Special_00001,c_dan_00101_airaget_Normal_Red,0,Special,,,100,50,0,,,
e,202510020,c_dan_00101_airaget_Boss_Red_Normal_00000,c_dan_00101_airaget_Boss_Red,0,Normal,,,50,25,100,,,
e,202510020,c_dan_00101_airaget_Boss_Red_Special_00001,c_dan_00101_airaget_Boss_Red,0,Special,,,100,50,0,,,
e,202510020,c_dan_00101_airaget_Boss_Red_Appearance_00002,c_dan_00101_airaget_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00201_airaget_Boss_Colorless_Normal_00000,c_dan_00201_airaget_Boss_Colorless,0,Normal,,,75,27,75,,,
e,202510020,c_dan_00201_airaget_Boss_Colorless_Special_00001,c_dan_00201_airaget_Boss_Colorless,0,Special,,,125,67,0,,,
e,202510020,c_dan_00201_airaget_Boss_Colorless_Appearance_00002,c_dan_00201_airaget_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00201_airaget_Boss_Red_Normal_00000,c_dan_00201_airaget_Boss_Red,0,Normal,,,75,27,75,,,
e,202510020,c_dan_00201_airaget_Boss_Red_Special_00001,c_dan_00201_airaget_Boss_Red,0,Special,,,125,67,0,,,
e,202510020,c_dan_00201_airaget_Boss_Red_Appearance_00002,c_dan_00201_airaget_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00301_airaget_Boss_Colorless_Normal_00000,e_dan_00301_airaget_Boss_Colorless,0,Normal,,,60,14,75,,,
e,202510020,e_dan_00301_airaget_Boss_Colorless_Appearance_00001,e_dan_00301_airaget_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00301_airaget_atk_Boss_Blue_Normal_00000,e_dan_00301_airaget_atk_Boss_Blue,0,Normal,,,60,14,50,,,
e,202510020,e_dan_00301_airaget_atk_Boss_Blue_Appearance_00001,e_dan_00301_airaget_atk_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00301_airaget_tec_Boss_Blue_Normal_00000,e_dan_00301_airaget_tec_Boss_Blue,0,Normal,,,60,14,75,,,
e,202510020,e_dan_00301_airaget_tec_Boss_Blue_Appearance_00001,e_dan_00301_airaget_tec_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00002_dan1challenge_Boss_Yellow_Normal_00000,c_dan_00002_dan1challenge_Boss_Yellow,0,Normal,,,92,0,80,,,
e,202510020,c_dan_00002_dan1challenge_Boss_Yellow_Special_00001,c_dan_00002_dan1challenge_Boss_Yellow,0,Special,,,261,0,0,,,
e,202510020,c_dan_00002_dan1challenge_Boss_Yellow_Appearance_00002,c_dan_00002_dan1challenge_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00101_dan1challenge_Boss_Green_Normal_00000,c_dan_00101_dan1challenge_Boss_Green,0,Normal,,,50,25,100,,,
e,202510020,c_dan_00101_dan1challenge_Boss_Green_Special_00001,c_dan_00101_dan1challenge_Boss_Green,0,Special,,,100,50,0,,,
e,202510020,c_dan_00101_dan1challenge_Boss_Green_Appearance_00002,c_dan_00101_dan1challenge_Boss_Green,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00202_dan1challenge_Boss_Red_Normal_00000,c_dan_00202_dan1challenge_Boss_Red,0,Normal,,,69,23,75,,,
e,202510020,c_dan_00202_dan1challenge_Boss_Red_Special_00001,c_dan_00202_dan1challenge_Boss_Red,0,Special,,,122,0,0,,,
e,202510020,c_dan_00202_dan1challenge_Boss_Red_Appearance_00002,c_dan_00202_dan1challenge_Boss_Red,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00301_dan1challenge_Normal_Yellow_Normal_00000,c_dan_00301_dan1challenge_Normal_Yellow,0,Normal,,,80,0,80,,,
e,202510020,c_dan_00301_dan1challenge_Normal_Yellow_Special_00001,c_dan_00301_dan1challenge_Normal_Yellow,0,Special,,,92,15,0,,,
e,202510020,e_dan_00001_dan1challenge_Normal_Blue_Normal_00000,e_dan_00001_dan1challenge_Normal_Blue,0,Normal,,,58,25,65,,,
e,202510020,e_dan_00001_dan1challenge_Normal_Green_Normal_00000,e_dan_00001_dan1challenge_Normal_Green,0,Normal,,,58,25,65,,,
e,202510020,e_dan_00201_dan1challenge_Boss_Blue_Normal_00000,e_dan_00201_dan1challenge_Boss_Blue,0,Normal,,,75,20,40,,,
e,202510020,e_dan_00201_dan1challenge_Boss_Blue_Appearance_00001,e_dan_00201_dan1challenge_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202510020,c_dan_00201_savage_Normal_Red_Normal_00000,c_dan_00201_savage_Normal_Red,0,Normal,,,75,27,75,,,
e,202510020,c_dan_00201_savage_Normal_Red_Special_00001,c_dan_00201_savage_Normal_Red,0,Special,,,125,67,0,,,
e,202510020,e_glo_00001_savage_Normal_Red_Normal_00000,e_glo_00001_savage_Normal_Red,0,Normal,,,50,25,50,,,
e,202510020,e_glo_00001_savage_Normal_Yellow_Normal_00000,e_glo_00001_savage_Normal_Yellow,0,Normal,,,50,25,50,,,
e,202510020,c_dan_00001_savage_Normal_Yellow_Normal_00000,c_dan_00001_savage_Normal_Yellow,0,Normal,,,72,27,90,,,
e,202510020,c_dan_00001_savage_Normal_Yellow_Special_00001,c_dan_00001_savage_Normal_Yellow,0,Special,,,200,83,0,,,
e,202510020,e_glo_00001_dan1_advent_Normal_Colorless_Normal_00000,e_glo_00001_dan1_advent_Normal_Colorless,0,Normal,,,50,25,50,,,
e,202510020,e_glo_00001_dan1_advent_Normal_Yellow_Normal_00000,e_glo_00001_dan1_advent_Normal_Yellow,0,Normal,,,50,25,50,,,
e,202510020,e_dan_00001_dan1_advent_Normal_Colorless_Normal_00000,e_dan_00001_dan1_advent_Normal_Colorless,0,Normal,,,50,25,50,,,
e,202510020,e_dan_00001_dan1_advent_Boss_Colorless_Normal_00000,e_dan_00001_dan1_advent_Boss_Colorless,0,Normal,,,50,25,40,,,
e,202510020,e_dan_00001_dan1_advent_Boss_Colorless_Appearance_00001,e_dan_00001_dan1_advent_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00001_dan1_advent_trans1_Boss_Colorless_Normal_00000,e_dan_00001_dan1_advent_trans1_Boss_Colorless,0,Normal,,,50,25,40,,,
e,202510020,e_dan_00001_dan1_advent_trans1_Boss_Colorless_Appearance_00001,e_dan_00001_dan1_advent_trans1_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00001_dan1_advent_Normal_Yellow_Normal_00000,e_dan_00001_dan1_advent_Normal_Yellow,0,Normal,,,50,25,30,,,
e,202510020,e_dan_00101_dan1_advent_trans1_Normal_Colorless_Normal_00000,e_dan_00101_dan1_advent_trans1_Normal_Colorless,0,Normal,,,70,35,70,,,
e,202510020,e_dan_00101_dan1_advent_Boss_Colorless_Normal_00000,e_dan_00101_dan1_advent_Boss_Colorless,0,Normal,,,70,35,100,,,
e,202510020,e_dan_00101_dan1_advent_Boss_Colorless_Appearance_00001,e_dan_00101_dan1_advent_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00101_dan1_advent_Normal_Yellow_Normal_00000,e_dan_00101_dan1_advent_Normal_Yellow,0,Normal,,,70,35,100,,,
e,202510020,e_dan_00101_dan1_advent_Boss_Yellow_Normal_00000,e_dan_00101_dan1_advent_Boss_Yellow,0,Normal,,,70,35,100,,,
e,202510020,e_dan_00101_dan1_advent_Boss_Yellow_Appearance_00001,e_dan_00101_dan1_advent_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00201_dan1_advent_Boss_Yellow_Normal_00000,e_dan_00201_dan1_advent_Boss_Yellow,0,Normal,,,75,20,25,,,
e,202510020,e_dan_00201_dan1_advent_Boss_Yellow_Appearance_00001,e_dan_00201_dan1_advent_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202510020,e_dan_00301_dan1_advent_Boss_Yellow_Normal_00000,e_dan_00301_dan1_advent_Boss_Yellow,0,Normal,,,60,14,80,,,
e,202510020,e_dan_00301_dan1_advent_Boss_Yellow_Appearance_00001,e_dan_00301_dan1_advent_Boss_Yellow,0,Appearance,,,50,0,0,,,
,,,,,,,,,,,,,
e,202511010,e_mag_00301_1d1c_Normal_Colorless_Normal_00000,e_mag_00301_1d1c_Normal_Colorless,0,Normal,,,75,37,100,,,
e,202511010,e_mag_00301_siget_Normal_Colorless_Normal_00000,e_mag_00301_siget_Normal_Colorless,0,Normal,,,75,37,75,,,
e,202511010,e_mag_00301_siget_Normal_Yellow_Normal_00000,e_mag_00301_siget_Normal_Yellow,0,Normal,,,75,37,50,,,
e,202511010,e_mag_00201_siget_Boss_Colorless_Normal_00000,e_mag_00201_siget_Boss_Colorless,0,Normal,,,75,37,90,,,
e,202511010,e_mag_00201_siget_Boss_Colorless_Appearance_00001,e_mag_00201_siget_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202511010,c_mag_00301_siget_Boss_Yellow_Normal_00000,c_mag_00301_siget_Boss_Yellow,0,Normal,,,80,30,60,,,
e,202511010,c_mag_00301_siget_Boss_Yellow_Special_00001,c_mag_00301_siget_Boss_Yellow,0,Special,,,125,50,0,,,
e,202511010,c_mag_00301_siget_Boss_Yellow_Appearance_00002,c_mag_00301_siget_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00401_siget_Boss_Yellow_Normal_00000,e_mag_00401_siget_Boss_Yellow,0,Normal,,,84,42,25,,,
e,202511010,e_mag_00401_siget_Boss_Yellow_Appearance_00001,e_mag_00401_siget_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00301_aknget_Normal_Green_Normal_00000,e_mag_00301_aknget_Normal_Green,0,Normal,,,75,37,50,,,
e,202511010,e_mag_00201_aknget_Boss_Green_Normal_00000,e_mag_00201_aknget_Boss_Green,0,Normal,,,75,37,100,,,
e,202511010,e_mag_00201_aknget_Boss_Green_Appearance_00001,e_mag_00201_aknget_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511010,c_mag_00401_aknget_Boss_Green_Normal_00000,c_mag_00401_aknget_Boss_Green,0,Normal,,,66,30,50,,,
e,202511010,c_mag_00401_aknget_Boss_Green_Special_00001,c_mag_00401_aknget_Boss_Green,0,Special,,,94,31,0,,,
e,202511010,c_mag_00401_aknget_Boss_Green_Appearance_00002,c_mag_00401_aknget_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511010,c_mag_00001_challange_Boss_Yellow_Normal_00000,c_mag_00001_challange_Boss_Yellow,0,Normal,,,89,46,80,,,
e,202511010,c_mag_00001_challange_Boss_Yellow_Special_00001,c_mag_00001_challange_Boss_Yellow,0,Special,,,117,0,0,,,
e,202511010,c_mag_00001_challange_Boss_Yellow_Appearance_00002,c_mag_00001_challange_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202511010,c_mag_00201_challange_Boss_Green_Normal_00000,c_mag_00201_challange_Boss_Green,0,Normal,,,59,21,50,,,
e,202511010,c_mag_00201_challange_Boss_Green_Special_00001,c_mag_00201_challange_Boss_Green,0,Special,,,136,0,0,,,
e,202511010,c_mag_00201_challange_Boss_Green_Appearance_00002,c_mag_00201_challange_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511010,c_mag_00301_challange_Boss_Red_Normal_00000,c_mag_00301_challange_Boss_Red,0,Normal,,,80,30,50,,,
e,202511010,c_mag_00301_challange_Boss_Red_Special_00001,c_mag_00301_challange_Boss_Red,0,Special,,,125,50,0,,,
e,202511010,c_mag_00301_challange_Boss_Red_Appearance_00002,c_mag_00301_challange_Boss_Red,0,Appearance,,,50,0,0,,,
e,202511010,c_mag_00401_challange_Boss_Blue_Normal_00000,c_mag_00401_challange_Boss_Blue,0,Normal,,,66,30,100,,,
e,202511010,c_mag_00401_challange_Boss_Blue_Special_00001,c_mag_00401_challange_Boss_Blue,0,Special,,,94,31,0,,,
e,202511010,c_mag_00401_challange_Boss_Blue_Appearance_00002,c_mag_00401_challange_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00001_challange_Normal_Yellow_Normal_00000,e_mag_00001_challange_Normal_Yellow,0,Normal,,,75,40,200,,,
e,202511010,e_mag_00101_challange_Normal_Blue_Normal_00000,e_mag_00101_challange_Normal_Blue,0,Normal,,,18,10,0,,,
e,202511010,e_mag_00201_challange_Normal_Green_Normal_00000,e_mag_00201_challange_Normal_Green,0,Normal,,,75,37,100,,,
e,202511010,e_mag_00301_challange_Normal_Red_Normal_00000,e_mag_00301_challange_Normal_Red,0,Normal,,,75,37,75,,,
e,202511010,e_mag_00201_savage_Boss_Yellow_Normal_00000,e_mag_00201_savage_Boss_Yellow,0,Normal,,,75,37,80,,,
e,202511010,e_mag_00201_savage_Boss_Yellow_Appearance_00001,e_mag_00201_savage_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00401_savage_Boss_Green_Normal_00000,e_mag_00401_savage_Boss_Green,0,Normal,,,84,42,20,,,
e,202511010,e_mag_00401_savage_Boss_Green_Appearance_00001,e_mag_00401_savage_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00101_mag1_advent_Normal_Colorless_Normal_00000,e_mag_00101_mag1_advent_Normal_Colorless,0,Normal,,,18,10,50,,,
e,202511010,e_mag_00101_mag1_advent_Normal_Red_Normal_00000,e_mag_00101_mag1_advent_Normal_Red,0,Normal,,,18,10,50,,,
e,202511010,e_mag_00101_mag1_advent_Normal_Blue_Normal_00000,e_mag_00101_mag1_advent_Normal_Blue,0,Normal,,,18,10,50,,,
e,202511010,e_mag_00101_mag1_advent_Normal_Yellow_Normal_00000,e_mag_00101_mag1_advent_Normal_Yellow,0,Normal,,,18,10,50,,,
e,202511010,e_mag_00101_mag1_advent_Normal_Green_Normal_00000,e_mag_00101_mag1_advent_Normal_Green,0,Normal,,,18,10,50,,,
e,202511010,e_mag_00301_mag1_advent_Normal_Blue_Normal_00000,e_mag_00301_mag1_advent_Normal_Blue,0,Normal,,,75,37,75,,,
e,202511010,e_mag_00201_mag1_advent_Boss_Blue_Normal_00000,e_mag_00201_mag1_advent_Boss_Blue,0,Normal,,,75,37,80,,,
e,202511010,e_mag_00201_mag1_advent_Boss_Blue_Appearance_00001,e_mag_00201_mag1_advent_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00201_mag1_advent_Boss_Yellow_Normal_00000,e_mag_00201_mag1_advent_Boss_Yellow,0,Normal,,,75,37,80,,,
e,202511010,e_mag_00201_mag1_advent_Boss_Yellow_Appearance_00001,e_mag_00201_mag1_advent_Boss_Yellow,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00201_mag1_advent_Boss_Red_Normal_00000,e_mag_00201_mag1_advent_Boss_Red,0,Normal,,,75,37,60,,,
e,202511010,e_mag_00201_mag1_advent_Boss_Red_Appearance_00001,e_mag_00201_mag1_advent_Boss_Red,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00401_mag1_advent_Boss_Colorless_Normal_00000,e_mag_00401_mag1_advent_Boss_Colorless,0,Normal,,,84,42,50,,,
e,202511010,e_mag_00401_mag1_advent_Boss_Colorless_Appearance_00001,e_mag_00401_mag1_advent_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00401_mag1_advent_Boss_Green_Normal_00000,e_mag_00401_mag1_advent_Boss_Green,0,Normal,,,84,42,50,,,
e,202511010,e_mag_00401_mag1_advent_Boss_Green_Appearance_00001,e_mag_00401_mag1_advent_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511010,e_mag_00001_mag1_advent_Boss_Green_Normal_00000,e_mag_00001_mag1_advent_Boss_Green,0,Normal,,,75,40,200,,,
e,202511010,e_mag_00001_mag1_advent_Boss_Green_Appearance_00001,e_mag_00001_mag1_advent_Boss_Green,0,Appearance,,,50,0,0,,,
,,,,,,,,,,,,,
e,202511020,c_yuw_00001_753get_Normal_Green_Normal_00000,c_yuw_00001_753get_Normal_Green,0,Normal,,,77,25,75,,,
e,202511020,c_yuw_00001_753get_Normal_Green_Special_00001,c_yuw_00001_753get_Normal_Green,0,Special,,,184,122,0,,,
e,202511020,c_yuw_00001_753get_Boss_Green_Normal_00000,c_yuw_00001_753get_Boss_Green,0,Normal,,,77,25,75,,,
e,202511020,c_yuw_00001_753get_Boss_Green_Appearance_00001,c_yuw_00001_753get_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511020,c_yuw_00001_753get_Boss_Green_Special_00002,c_yuw_00001_753get_Boss_Green,0,Special,,,184,122,0,,,
e,202511020,c_yuw_00101_753get_Normal_Green_Normal_00000,c_yuw_00101_753get_Normal_Green,0,Normal,,,75,0,80,,,
e,202511020,c_yuw_00101_753get_Normal_Green_Special_00001,c_yuw_00101_753get_Normal_Green,0,Special,,,175,160,0,,,
e,202511020,c_yuw_00201_753get_Normal_Green_Normal_00000,c_yuw_00201_753get_Normal_Green,0,Normal,,,53,17,75,,,
e,202511020,c_yuw_00201_753get_Normal_Green_Special_00001,c_yuw_00201_753get_Normal_Green,0,Special,,,234,175,0,,,
e,202511020,c_yuw_00501_753get_Boss_Green_Normal_00000,c_yuw_00501_753get_Boss_Green,0,Normal,,,62,22,60,,,
e,202511020,c_yuw_00501_753get_Boss_Green_Appearance_00001,c_yuw_00501_753get_Boss_Green,0,Appearance,,,50,0,0,,,
e,202511020,c_yuw_00501_753get_Boss_Green_Special_00002,c_yuw_00501_753get_Boss_Green,0,Special,,,109,75,0,,,
e,202511020,c_yuw_00601_753get_Boss_Colorless_Normal_00000,c_yuw_00601_753get_Boss_Colorless,0,Normal,,,60,34,60,,,
e,202511020,c_yuw_00601_753get_Boss_Colorless_Appearance_00001,c_yuw_00601_753get_Boss_Colorless,0,Appearance,,,50,0,0,,,
e,202511020,c_yuw_00601_753get_Boss_Colorless_Special_00002,c_yuw_00601_753get_Boss_Colorless,0,Special,,,92,34,0,,,
e,202511020,c_yuw_00001_okumuraget_Normal_Blue_Normal_00000,c_yuw_00001_okumuraget_Normal_Blue,0,Normal,,,77,25,75,,,
e,202511020,c_yuw_00001_okumuraget_Normal_Blue_Special_00001,c_yuw_00001_okumuraget_Normal_Blue,0,Special,,,184,122,0,,,
e,202511020,c_yuw_00001_okumuraget_Boss_Blue_Normal_00000,c_yuw_00001_okumuraget_Boss_Blue,0,Normal,,,77,25,75,,,
e,202511020,c_yuw_00001_okumuraget_Boss_Blue_Appearance_00001,c_yuw_00001_okumuraget_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202511020,c_yuw_00001_okumuraget_Boss_Blue_Special_00002,c_yuw_00001_okumuraget_Boss_Blue,0,Special,,,184,122,0,,,
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,c_yuw_00101_okumuraget_Boss_Blue,0,Normal,,,75,0,80,,,
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Appearance_00001,c_yuw_00101_okumuraget_Boss_Blue,0,Appearance,,,50,0,0,,,
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Special_00002,c_yuw_00101_okumuraget_Boss_Blue,0,Special,,,175,160,0,,,
e,202511020,c_yuw_00301_okumuraget_Normal_Colorless_Normal_00000,c_yuw_00301_okumuraget_Normal_Colorless,0,Normal,,,79,0,90,,,
e,202511020,c_yuw_00301_okumuraget_Normal_Colorless_Special_00001,c_yuw_00301_okumuraget_Normal_Colorless,0,Special,,,175,160,0,,,
e,202511020,c_yuw_00301_okumuraget_Boss_Blue_Normal_00000,c_yuw_00301_okumuraget_Boss_Blue,0,Normal,,,79,0,90,,,
