"作品ID
+
施策回数",作品名,"クエスト難易度
or
種別",クエストタイプ,クエストカテゴリー,クエスト_id,クエスト名,ステージ_id,"stage_id
※降臨バトルは不要","ステージアイコン画像ID
※イベントや降臨バトルは不要",リリースキー,備考
hut1,ふつうの軽音部,savage,event,高難易度,quest_event_hut1_savage,ステージに立つ,02,event_hut1_savage_00002,,,
hut1,ふつうの軽音部,savage,event,高難易度,quest_event_hut1_savage,ステージに立つ,03,event_hut1_savage_00003,,,
,,,,,,,,,,,
f05anniv,ハーフアニバーサリー 感謝祭！前半,1day,event,デイリー,quest_event_f05anniv_1day,オープニング！,01,event_f05anniv_1day_00001,,,"イベント単位でひとまとめにしてます
なので、作品準拠のクエストは作品IDになります"
ara1,アラガネの子,charaget01,event,収集,quest_event_ara1_charaget01,地中にはまるで世界が詰まってる,01,event_ara1_charaget01_00001,,,
ara1,アラガネの子,charaget01,event,収集,quest_event_ara1_charaget01,地中にはまるで世界が詰まってる,02,event_ara1_charaget01_00002,,,
ara1,アラガネの子,charaget01,event,収集,quest_event_ara1_charaget01,地中にはまるで世界が詰まってる,03,event_ara1_charaget01_00003,,,
ara1,アラガネの子,charaget01,event,収集,quest_event_ara1_charaget01,地中にはまるで世界が詰まってる,04,event_ara1_charaget01_00004,,,
hyp1,ハイパーインフレーション,charaget02,event,ストーリー,quest_event_hyp1_charaget02,世界を買えるカネを寄こせッ‼︎,01,event_hyp1_charaget02_00001,,,
hyp1,ハイパーインフレーション,charaget02,event,ストーリー,quest_event_hyp1_charaget02,世界を買えるカネを寄こせッ‼︎,02,event_hyp1_charaget02_00002,,,
hyp1,ハイパーインフレーション,charaget02,event,ストーリー,quest_event_hyp1_charaget02,世界を買えるカネを寄こせッ‼︎,03,event_hyp1_charaget02_00003,,,
gam1,ゲーミングお嬢様,challenge01,event,チャレンジ,quest_event_gam1_challenge01,一日ひとつだけ強くなりますわ,01,event_gam1_challenge01_00001,,,
gam1,ゲーミングお嬢様,challenge01,event,チャレンジ,quest_event_gam1_challenge01,一日ひとつだけ強くなりますわ,02,event_gam1_challenge01_00002,,,
gam1,ゲーミングお嬢様,challenge01,event,チャレンジ,quest_event_gam1_challenge01,一日ひとつだけ強くなりますわ,03,event_gam1_challenge01_00003,,,
gam1,ゲーミングお嬢様,challenge01,event,チャレンジ,quest_event_gam1_challenge01,一日ひとつだけ強くなりますわ,04,event_gam1_challenge01_00004,,,
sur2,魔都精兵のスレイブ,savage,event,高難易度,quest_event_sur2_savage,魔都激突戦！,01,event_sur2_savage_00001,,,
sur2,魔都精兵のスレイブ,savage,event,高難易度,quest_event_sur2_savage,魔都激突戦！,02,event_sur2_savage_00002,,,
sur2,魔都精兵のスレイブ,savage,event,高難易度,quest_event_sur2_savage,魔都激突戦！,03,event_sur2_savage_00003,,,
,,,,,,,,,,,
l05anniv,ハーフアニバーサリー 感謝祭！後半,1day,event,イベント,quest_event_l05anniv_1day,フィナーレ！（仮名称）,01,event_l05anniv_1day_00001,,,"イベント単位でひとまとめにしてます
なので、作品準拠のクエストは作品IDになります"
osh2,【推しの子】,charaget01,event,イベント,quest_event_osh2_charaget01,一番星のように眩しかった！,01,event_osh2_charaget01_00001,,,
osh2,【推しの子】,charaget01,event,イベント,quest_event_osh2_charaget01,一番星のように眩しかった！,02,event_osh2_charaget01_00002,,,
osh2,【推しの子】,charaget01,event,イベント,quest_event_osh2_charaget01,一番星のように眩しかった！,03,event_osh2_charaget01_00003,,,
gom1,姫様“拷問”の時間です,challenge01,event,イベント,quest_event_gom1_challenge01,今日の“拷問”は,01,event_gom1_challenge01_00001,,,
gom1,姫様“拷問”の時間です,challenge01,event,イベント,quest_event_gom1_challenge01,今日の“拷問”は,02,event_gom1_challenge01_00002,,,
gom1,姫様“拷問”の時間です,challenge01,event,イベント,quest_event_gom1_challenge01,今日の“拷問”は,03,event_gom1_challenge01_00003,,,
gom1,姫様“拷問”の時間です,challenge01,event,イベント,quest_event_gom1_challenge01,今日の“拷問”は,04,event_gom1_challenge01_00004,,,
kai2,怪獣８号,savage,event,イベント,quest_event_kai2_savage,立川基地激突戦！,01,event_kai2_savage_00001,,,
kai2,怪獣８号,savage,event,イベント,quest_event_kai2_savage,立川基地激突戦！,02,event_kai2_savage_00002,,,
kai2,怪獣８号,savage,event,イベント,quest_event_kai2_savage,立川基地激突戦！,03,event_kai2_savage_00003,,,
,,,,,,,,,,,
,error,,event,イベント,quest_event__,,,event___000,,,
,error,,event,イベント,quest_event__,,,event___000,,,
,error,,event,イベント,quest_event__,,,event___000,,,
▼降臨バトル,,,,,,,,,,,
,,,,,,,,,,,
kai,怪獣８号,null,raid,降臨バトル,quest_raid_kai_00002,怪獣退治の時間,00002,,,,不具合あったので「quest_raid_kai_00001」の再開催
spy1,SPY×FAMILY,null,raid,降臨バトル,quest_raid_spy1_00001,SPY×FAMILY,00001,,,,
dan1,ダンダダン,null,raid,降臨バトル,quest_raid_dan1_00001,ダンダダン,00001,,,,
mag1,株式会社マジルミエ,null,raid,降臨バトル,quest_raid_mag1_00001,業務実行!!,00001,,,,
yuw1,2.5次元の誘惑,null,raid,降臨バトル,quest_raid_yuw1_00001,夏コミの魔物,00001,,,,
sur1,魔都精兵のスレイブ,null,raid,降臨バトル,quest_raid_sur1_00001,魔防隊と戦う者,00001,,,,
osh1,【推しの子】,null,raid,降臨バトル,quest_raid_osh1_00001,ファーストライブ,00001,,,,
jig1,地獄楽,null,raid,降臨バトル,quest_raid_jig1_00001,まるで 悪夢を見ているようだ,00001,,,,
you1,幼稚園WARS,raid,raid,降臨バトル,quest_raid_you1_00001,誰の依頼だ？,00001,,,,
kim1,君のことが大大大大大好きな100人の彼女,raid,raid,降臨バトル,quest_raid_kim1_00001,ラブミッション：インポッシブル,00001,,,,
hut1,ふつうの軽音部,raid,raid,降臨バトル,quest_raid_hut1_00001,片鱗を示す,00001,,,,
f05anniv,ハーフアニバーサリー 感謝祭！前半,raid,raid,降臨バトル,quest_raid_f05anniv_00001,覇者への挑戦編,00001,,,,
l05anniv,ハーフアニバーサリー 感謝祭！後半,raid,raid,降臨バトル,quest_raid_l05anniv_00002,英雄への挑戦編,00002,,,,
,error,raid,raid,降臨バトル,quest_raid__,,,,,,
,error,raid,raid,降臨バトル,quest_raid__,,,,,,
,error,raid,raid,降臨バトル,quest_raid__,,,,,,
,error,raid,raid,降臨バトル,quest_raid__,,,,,,
