設定可,使用クエスト,作品_id,作品名,クエストカテゴリ,クエスト区分,クエスト番号,ステージ番号,演出種類,表示タイミング,名称追加,種類区別,表示区別,演出_asset_key ※設定ID併用,プレハブ名,使用場所,原作場面,監修通過の有無,psd差し替え,デプロイ
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,2,原画,クリア,,genga_,_victory,genga_kim_event_story_00001_02_victory,manga_animation_genga_kim_event_story_00001_02_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,3,原画,開始,,genga_,_start,genga_kim_event_story_00001_03_start,manga_animation_genga_kim_event_story_00001_03_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,3,原画,クリア,,genga_,_victory,genga_kim_event_story_00001_03_victory,manga_animation_genga_kim_event_story_00001_03_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,4,原画,開始,,genga_,_start,genga_kim_event_story_00001_04_start,manga_animation_genga_kim_event_story_00001_04_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,1,4,原画,クリア,,genga_,_victory,genga_kim_event_story_00001_04_victory,manga_animation_genga_kim_event_story_00001_04_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,1,原画,開始,,genga_,_start,genga_kim_event_story_00002_01_start,manga_animation_genga_kim_event_story_00002_01_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,1,原画,クリア,,genga_,_victory,genga_kim_event_story_00002_01_victory,manga_animation_genga_kim_event_story_00002_01_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,2,原画,開始,,genga_,_start,genga_kim_event_story_00002_02_start,manga_animation_genga_kim_event_story_00002_02_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,2,原画,クリア,,genga_,_victory,genga_kim_event_story_00002_02_victory,manga_animation_genga_kim_event_story_00002_02_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,3,原画,開始,,genga_,_start,genga_kim_event_story_00002_03_start,manga_animation_genga_kim_event_story_00002_03_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,4,原画,開始,,genga_,_start,genga_kim_event_story_00002_04_start,manga_animation_genga_kim_event_story_00002_04_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,4,原画,クリア,,genga_,_victory,genga_kim_event_story_00002_04_victory,manga_animation_genga_kim_event_story_00002_04_victory,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,5,原画,開始,,genga_,_start,genga_kim_event_story_00002_05_start,manga_animation_genga_kim_event_story_00002_05_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,6,原画,開始,,genga_,_start,genga_kim_event_story_00002_06_start,manga_animation_genga_kim_event_story_00002_06_start,,,,,
◎,イベント,kim,君のことが大大大大大好きな100人の彼女,event,story,2,6,原画,クリア,,genga_,_victory,genga_kim_event_story_00002_06_victory,manga_animation_genga_kim_event_story_00002_06_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,1day,1,1,原画,開始,,genga_,_start,genga_hut_event_1day_00001_01_start,manga_animation_genga_hut_event_1day_00001_01_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_hut_event_challenge_00001_01_appear,manga_animation_genga_hut_event_challenge_00001_01_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_hut_event_challenge_00002_02_appear,manga_animation_genga_hut_event_challenge_00002_02_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_hut_event_challenge_00003_03_appear,manga_animation_genga_hut_event_challenge_00003_03_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_hut_event_challenge_00004_04_appear,manga_animation_genga_hut_event_challenge_00004_04_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,savage,1,1,原画,ボス出現,,genga_,_appear,genga_hut_event_savage_00001_01_appear,manga_animation_genga_hut_event_savage_00001_01_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,savage,2,2,原画,ボス出現,,genga_,_appear,genga_hut_event_savage_00002_02_appear,manga_animation_genga_hut_event_savage_00002_02_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,savage,3,3,原画,ボス出現,,genga_,_appear,genga_hut_event_savage_00003_03_appear,manga_animation_genga_hut_event_savage_00003_03_appear,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,1,1,原画,開始,,genga_,_start,genga_hut_event_story_00001_01_start,manga_animation_genga_hut_event_story_00001_01_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,1,2,原画,開始,,genga_,_start,genga_hut_event_story_00001_02_start,manga_animation_genga_hut_event_story_00001_02_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,1,3,原画,開始,,genga_,_start,genga_hut_event_story_00001_03_start,manga_animation_genga_hut_event_story_00001_03_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,1,3,原画,クリア,,genga_,_victory,genga_hut_event_story_00001_03_victory,manga_animation_genga_hut_event_story_00001_03_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,1,4,原画,開始,,genga_,_start,genga_hut_event_story_00001_04_start,manga_animation_genga_hut_event_story_00001_04_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,1,4,原画,クリア,,genga_,_victory,genga_hut_event_story_00001_04_victory,manga_animation_genga_hut_event_story_00001_04_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,1,原画,開始,,genga_,_start,genga_hut_event_story_00002_01_start,manga_animation_genga_hut_event_story_00002_01_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,1,原画,クリア,,genga_,_victory,genga_hut_event_story_00002_01_victory,manga_animation_genga_hut_event_story_00002_01_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,2,原画,開始,,genga_,_start,genga_hut_event_story_00002_02_start,manga_animation_genga_hut_event_story_00002_02_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,2,原画,クリア,,genga_,_victory,genga_hut_event_story_00002_02_victory,manga_animation_genga_hut_event_story_00002_02_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,3,原画,開始,,genga_,_start,genga_hut_event_story_00002_03_start,manga_animation_genga_hut_event_story_00002_03_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,3,原画,クリア,,genga_,_victory,genga_hut_event_story_00002_03_victory,manga_animation_genga_hut_event_story_00002_03_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,4,原画,開始,,genga_,_start,genga_hut_event_story_00002_04_start,manga_animation_genga_hut_event_story_00002_04_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,4,原画,クリア,,genga_,_victory,genga_hut_event_story_00002_04_victory,manga_animation_genga_hut_event_story_00002_04_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,5,原画,開始,,genga_,_start,genga_hut_event_story_00002_05_start,manga_animation_genga_hut_event_story_00002_05_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,5,原画,クリア,,genga_,_victory,genga_hut_event_story_00002_05_victory,manga_animation_genga_hut_event_story_00002_05_victory,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,6,原画,開始,,genga_,_start,genga_hut_event_story_00002_06_start,manga_animation_genga_hut_event_story_00002_06_start,,,,,
◎,イベント,hut,ふつうの軽音部,event,story,2,6,原画,クリア,,genga_,_victory,genga_hut_event_story_00002_06_victory,manga_animation_genga_hut_event_story_00002_06_victory,,,,,
,イベント,ara,アラガネの子,event,story,1,1,原画,開始,,genga_,_start,genga_ara_event_story_00001_01_start,manga_animation_genga_ara_event_story_00001_01_start,,,,,
,イベント,ara,アラガネの子,event,story,1,2,原画,開始,,genga_,_start,genga_ara_event_story_00001_02_start,manga_animation_genga_ara_event_story_00001_02_start,,,,,
,イベント,ara,アラガネの子,event,story,1,3,原画,開始,,genga_,_start,genga_ara_event_story_00001_03_start,manga_animation_genga_ara_event_story_00001_03_start,,,,,
,イベント,ara,アラガネの子,event,story,1,4,原画,開始,,genga_,_start,genga_ara_event_story_00001_04_start,manga_animation_genga_ara_event_story_00001_04_start,,,,,
,イベント,hyp,ハイパーインフレーション,event,story,2,1,原画,開始,,genga_,_start,genga_hyp_event_story_00002_01_start,manga_animation_genga_hyp_event_story_00002_01_start,,,,,
,イベント,hyp,ハイパーインフレーション,event,story,2,2,原画,開始,,genga_,_start,genga_hyp_event_story_00002_02_start,manga_animation_genga_hyp_event_story_00002_02_start,,,,,
,イベント,hyp,ハイパーインフレーション,event,story,2,3,原画,開始,,genga_,_start,genga_hyp_event_story_00002_03_start,manga_animation_genga_hyp_event_story_00002_03_start,,,,,
,イベント,gam,ゲーミングお嬢様,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_gam_event_challenge_00001_01_appear,manga_animation_genga_gam_event_challenge_00001_01_appear,,,,,
,イベント,gam,ゲーミングお嬢様,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_gam_event_challenge_00002_02_appear,manga_animation_genga_gam_event_challenge_00002_02_appear,,,,,
,イベント,gam,ゲーミングお嬢様,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_gam_event_challenge_00003_03_appear,manga_animation_genga_gam_event_challenge_00003_03_appear,,,,,
,イベント,gam,ゲーミングお嬢様,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_gam_event_challenge_00004_04_appear,manga_animation_genga_gam_event_challenge_00004_04_appear,,,,,
,イベント,sur,魔都精兵のスレイブ,event,savage,1,1,原画,ボス出現,,genga_,_appear,genga_sur_event_savage_00001_01_appear,manga_animation_genga_sur_event_savage_00001_01_appear,,,,,
,イベント,sur,魔都精兵のスレイブ,event,savage,2,2,原画,ボス出現,,genga_,_appear,genga_sur_event_savage_00002_02_appear,manga_animation_genga_sur_event_savage_00002_02_appear,,,,,
,イベント,sur,魔都精兵のスレイブ,event,savage,3,3,原画,ボス出現,,genga_,_appear,genga_sur_event_savage_00003_03_appear,manga_animation_genga_sur_event_savage_00003_03_appear,,,,,
,イベント,gom,姫様“拷問”の時間です,event,challenge,1,1,原画,ボス出現,,genga_,_appear,genga_gom_event_challenge_00001_01_appear,manga_animation_genga_gom_event_challenge_00001_01_appear,,,,,
,イベント,gom,姫様“拷問”の時間です,event,challenge,2,2,原画,ボス出現,,genga_,_appear,genga_gom_event_challenge_00002_02_appear,manga_animation_genga_gom_event_challenge_00002_02_appear,,,,,
,イベント,gom,姫様“拷問”の時間です,event,challenge,3,3,原画,ボス出現,,genga_,_appear,genga_gom_event_challenge_00003_03_appear,manga_animation_genga_gom_event_challenge_00003_03_appear,,,,,
,イベント,gom,姫様“拷問”の時間です,event,challenge,4,4,原画,ボス出現,,genga_,_appear,genga_gom_event_challenge_00004_04_appear,manga_animation_genga_gom_event_challenge_00004_04_appear,,,,,
,イベント,osh,【推しの子】,event,story,1,1,原画,開始,,genga_,_start,genga_osh_event_story_00001_01_start,manga_animation_genga_osh_event_story_00001_01_start,,,,,
,イベント,osh,【推しの子】,event,story,1,2,原画,開始,,genga_,_start,genga_osh_event_story_00001_02_start,manga_animation_genga_osh_event_story_00001_02_start,,,,,
,イベント,osh,【推しの子】,event,story,1,3,原画,開始,,genga_,_start,genga_osh_event_story_00001_03_start,manga_animation_genga_osh_event_story_00001_03_start,,,,,
,イベント,,,event,,,,原画,,,genga_,,,,,,,,
,イベント,,,event,,,,原画,,,genga_,,,,,,,,
,イベント,,,event,,,,原画,,,genga_,,,,,,,,
,イベント,,,event,,,,,,,,,,,,,,,
,イベント,,,event,,,,,,,,,,,,,,,
,イベント,,,event,,,,,,,,,,,,,,,
,イベント,,,event,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
◎,イベント,jig,地獄楽,event,challenge_n,1,1,原画,開始,,genga_,_start,genga_jig_event_challenge_n_00001_01_start,manga_animation_genga_jig_event_challenge_n_00001_01_start,地獄楽特集祭2025 高難度ステージ1開始,2巻122P　さぎりがゲンジに土下座,監修待ち,,
◎,イベント,jig,地獄楽,event,challenge_n,1,1,原画,クリア,,genga_,_victory,genga_jig_event_challenge_n_00001_01_victory,manga_animation_genga_jig_event_challenge_n_00001_01_victory,地獄楽特集祭2025 高難度ステージ1クリア,2巻126P　ゲンジvsさぎり決着,監修待ち,,
◎,イベント,jig,地獄楽,event,1day,1,3,原画,開始,,genga_,_start,genga_jig_event_1day_00001_03_start,manga_animation_genga_jig_event_1day_00001_03_start,地獄楽特集祭2025 1日1回　3話目クリア,1巻26P　釜茹で（boil）,監修待ち,,
,,,サンプル,,,,,,,,,,,,,,,,
◎,イベント,glo,GLOW,event,extra,1,1,原画,開始,,genga_,_start,genga_glo_event_extra_00001_01__start,manga_animation_genga_glo_event_extra_00001_01__start,サンプル：バトル開始時原画,,,,
◎,降臨バトル,glo,GLOW,raid,limited,1,1,セリフ,エネミー行動,,talk_,_action,talk_glo_raid_limited_00001_01__action,manga_animation_talk_glo_raid_limited_00001_01__action,サンプル：変身時セリフ,,,,
×,強化/素材入手,glo,GLOW,training,spead,1,1,原画,ボス出現,,genga_,_appear,genga_glo_training_spead_00001_01__appear,manga_animation_genga_glo_training_spead_00001_01__appear,サンプル：ボス出現時原画,,,,
,メインクエスト,glo,GLOW,main,artwork,1,1,セリフ,エネミー行動,,talk_,_action,talk_glo_main_artwork_00001_01__action,manga_animation_talk_glo_main_artwork_00001_01__action,サンプル：QA用Fuwa,,,,
